director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Amjad Khan,Shahbaz Baweja,Umesh Gautam,Nandini Jumani,Comedy,le gaya saddam,Shahbaz Baweja Umesh Gautam Nandini Jumani Amjad Khan Comedy
Raja Chanda,Laboni Sarkar,Payel Sarkar,Subhasish Mukherjee,Comedy Drama Romance,le halua le,"Laboni Sarkar Payel Sarkar Subhasish Mukherjee Raja Chanda Comedy, Drama, Romance"
Ram Mukherjee,Dilip Kumar,Vyjayanthimala,Jayant,Comedy Romance Thriller,leader,"Dilip Kumar Vyjayanthimala Jayant Ram Mukherjee Comedy, Romance, Thriller"
Vijay Bhatt,Paidi Jairaj,Miss Mehtab,Shirin Banu,Action Adventure,leatherface,"Paidi Jairaj Miss Mehtab Shirin Banu Vijay Bhatt Action, Adventure"
Jaideep Varma,Kilam Amit,Asheem Chakravarty,Rahul Ram,Documentary Music,leaving home: the life and music of indian ocean,"Kilam Amit Asheem Chakravarty Rahul Ram Jaideep Varma Documentary, Music"
Arif Ali,Armaan Jain,Deeksha Seth,Varun Badola,Comedy Romance,lekar hum deewana dil,"Armaan Jain Deeksha Seth Varun Badola Arif Ali Comedy, Romance"
Gulzar,Vinod Khanna,Dimple Kapadia,Amjad Khan,Drama Fantasy Musical,lekin...,"Vinod Khanna Dimple Kapadia Amjad Khan Gulzar Drama, Fantasy, Musical"
Jayaprakash Radhakrishnan,Anand Sami,Jayaprakash Radhakrishnan,Misha Ghoshal,Drama Mystery Thriller,lens,"Anand Sami Jayaprakash Radhakrishnan Misha Ghoshal Jayaprakash Radhakrishnan Drama, Mystery, Thriller"
Kunal Kohli,Hrithik Roshan,Kareena Kapoor,Rani Mukerji,Comedy Drama Family,let's be friends!,"Hrithik Roshan Kareena Kapoor Rani Mukerji Kunal Kohli Comedy, Drama, Family"
Milan Luthria,Amitabh Bachchan,Sanjay Dutt,Akshaye Khanna,Action Drama Thriller,let's bring our heroes home,"Amitabh Bachchan Sanjay Dutt Akshaye Khanna Milan Luthria Action, Drama, Thriller"
Aarif Sheikh,Gayatri Bahl,Aqib Afzaal,Ajay Chaudhary,Crime Drama Musical,let's dance,"Gayatri Bahl Aqib Afzaal Ajay Chaudhary Aarif Sheikh Crime, Drama, Musical"
Siddharth Anand Kumar,Ankur Tewari,Aashish Chaudhary,Roshni Chopra,Comedy,let's enjoy,Ankur Tewari Aashish Chaudhary Roshni Chopra Siddharth Anand Kumar Comedy
Kshitij Sharma,Kshitij Sharma,Anoma Pabuwal,Deeya Dey,Horror Mystery,let's talk about 'it',"Kshitij Sharma Anoma Pabuwal Deeya Dey Kshitij Sharma Horror, Mystery"
Geethu Mohandas,Nawazuddin Siddiqui,Geetanjali Thapa,Manya Gupta,Adventure Drama Family,liar's dice,"Nawazuddin Siddiqui Geetanjali Thapa Manya Gupta Geethu Mohandas Adventure, Drama, Family"
Gulzar,Shabana Azmi,Utpal Dutt,Naseeruddin Shah,Drama,libaas,Shabana Azmi Utpal Dutt Naseeruddin Shah Gulzar Drama
Hanu Raghavapudi,Nithiin,Megha Akash,Ravi Kishan,Action Adventure Thriller,lie,"Nithiin Megha Akash Ravi Kishan Hanu Raghavapudi Action, Adventure, Thriller"
Anup Das,Rituparna Sengupta,Kiran Janjani,Yashpal Sharma,Drama,life express,Rituparna Sengupta Kiran Janjani Yashpal Sharma Anup Das Drama
Anurag Basu,Dharmendra,Irrfan Khan,Konkona Sen Sharma,Comedy Drama Romance,life in a metro,"Dharmendra Irrfan Khan Konkona Sen Sharma Anurag Basu Comedy, Drama, Romance"
Manoj Amarnani,Manoj Amarnani,Nancy Brunetta,Anokhi Dalvi,Comedy Romance,life is beautiful,"Manoj Amarnani Nancy Brunetta Anokhi Dalvi Manoj Amarnani Comedy, Romance"
Ejaz Ahmed,Ejaz Ahmed,Prerna Gupta,Javed Hyder,Comedy,life ki aisi ki taisi,Ejaz Ahmed Prerna Gupta Javed Hyder Ejaz Ahmed Comedy
Rakesh Mehta,Kay Kay Menon,Ranvir Shorey,Pradhuman Singh,Action Comedy,life ki toh lag gayi,"Kay Kay Menon Ranvir Shorey Pradhuman Singh Rakesh Mehta Action, Comedy"
Vikram Bhatt,Aftab Shivdasani,Dino Morea,Anuj Sawhney,Drama Thriller,life mein kabhie kabhiee,"Aftab Shivdasani Dino Morea Anuj Sawhney Vikram Bhatt Drama, Thriller"
Manoj Sharma,Rajniesh Duggall,Krishna Abhishek,Yuvika Chaudhary,Comedy Drama,life mein time nahi hai kisi ko,"Rajniesh Duggall Krishna Abhishek Yuvika Chaudhary Manoj Sharma Comedy, Drama"
Pawan k Shrivastava,Ravi Sah,Shalini Mohan,Bhaskar Jha,Drama,life of an outcast,Ravi Sah Shalini Mohan Bhaskar Jha Pawan k Shrivastava Drama
Ang Lee,Suraj Sharma,Irrfan Khan,Adil Hussain,Adventure Drama Fantasy,life of pi,"Suraj Sharma Irrfan Khan Adil Hussain Ang Lee Adventure, Drama, Fantasy"
Shantaram Rajaram Vankudre,Shahu Modak,Shanta Hublikar,Sundarabai,Drama Romance,life's for living: aadmi,"Shahu Modak Shanta Hublikar Sundarabai Shantaram Rajaram Vankudre Drama, Romance"
Ananth Narayan Mahadevan,Saniya Anklesaria,Sunita Sen Gupta,Darshan Jariwala,Drama Family,life's good,"Saniya Anklesaria Sunita Sen Gupta Darshan Jariwala Ananth Narayan Mahadevan Drama, Family"
Rahat Kazmi,Tannishtha Chatterjee,Sonal Sehgal,Virendra Saxena,Drama,lihaaf: the quilt,Tannishtha Chatterjee Sonal Sehgal Virendra Saxena Rahat Kazmi Drama
Aamir Khan,Amole Gupte,Darsheel Safary,Aamir Khan,Drama Family,like stars on earth,"Amole Gupte Darsheel Safary Aamir Khan Aamir Khan Drama, Family"
K.S. Ravikumar,Rajinikanth,Anushka Shetty,Sonakshi Sinha,Action Comedy Drama,lingaa,"Rajinikanth Anushka Shetty Sonakshi Sinha K.S. Ravikumar Action, Comedy, Drama"
Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara,Biography Drama,lion,"Dev Patel Nicole Kidman Rooney Mara Garth Davis Biography, Drama"
Alankrita Shrivastava,Aahana Kumra,Ratna Pathak Shah,Konkona Sen Sharma,Comedy Drama,lipstick under my burkha,"Aahana Kumra Ratna Pathak Shah Konkona Sen Sharma Alankrita Shrivastava Comedy, Drama"
Avinash Kumar Singh,Farooq Shaikh,Deepti Naval,Swara Bhaskar,Drama,listen... amaya,Farooq Shaikh Deepti Naval Swara Bhaskar Avinash Kumar Singh Drama
Shekhar S. Jha,Priyanshu Chatterjee,Gulnaz Siganporia,Aadi,Family,little baby,Priyanshu Chatterjee Gulnaz Siganporia Aadi Shekhar S. Jha Family
Meneka Das,Naveed Akhtar,Joe Anderson,Meneka Das,Drama Romance,little box of sweets,"Naveed Akhtar Joe Anderson Meneka Das Meneka Das Drama, Romance"
Singeetam Srinivasa Rao,Bharti Achrekar,Fathima Babu,Ash Chandler,Action Fantasy Musical,little john,"Bharti Achrekar Fathima Babu Ash Chandler Singeetam Srinivasa Rao Action, Fantasy, Musical"
Prakash Satam,Jigna Bharadhwaj,Neshma Chemburkar,Saumya Daan,Animation Action,little singham: kaal ka badla,"Jigna Bharadhwaj Neshma Chemburkar Saumya Daan Prakash Satam Animation, Action"
Maninder Chana,Om Puri,Deep Dhillon,Aamrik Arjun,Drama,little terrors,Om Puri Deep Dhillon Aamrik Arjun Maninder Chana Drama
Mahesh Kothare,Kishori Ambiye,Vinay Anand,Laxmikant Berde,Action,lo main aa gaya,Kishori Ambiye Vinay Anand Laxmikant Berde Mahesh Kothare Action
David Dhawan,Anil Kapoor,Juhi Chawla,Kulbhushan Kharbanda,Action Comedy Romance,loafer,"Anil Kapoor Juhi Chawla Kulbhushan Kharbanda David Dhawan Action, Comedy, Romance"
A. Bhimsingh,Dharmendra,Mumtaz,Roopesh Kumar,Romance Thriller,loafer,"Dharmendra Mumtaz Roopesh Kumar A. Bhimsingh Romance, Thriller"
J.P. Dutta,Sanjay Dutt,Ajay Devgn,Saif Ali Khan,Drama History War,loc: kargil,"Sanjay Dutt Ajay Devgn Saif Ali Khan J.P. Dutta Drama, History, War"
Ramesh Ahuja,Jeetendra,Rekha,Vinod Mehra,Action Thriller,locket,"Jeetendra Rekha Vinod Mehra Ramesh Ahuja Action, Thriller"
Sudhanshu Saria,Dhruv Ganesh,Siddharth Menon,Shiv Panditt,Drama Romance,loev,"Dhruv Ganesh Siddharth Menon Shiv Panditt Sudhanshu Saria Drama, Romance"
B.R. Ishara,Navin Nischol,Shabana Azmi,Shatrughan Sinha,Family,log kya kahenge,Navin Nischol Shabana Azmi Shatrughan Sinha B.R. Ishara Family
Sanjeev Reddy,Himanshu Bhatt,Raadhika Singh,Akkash Basnet,Drama Thriller,login,"Himanshu Bhatt Raadhika Singh Akkash Basnet Sanjeev Reddy Drama, Thriller"
Hersh Kinnu,Arjun,Monica Bedi,Shama Deshpande,Action,loh purush,Arjun Monica Bedi Shama Deshpande Hersh Kinnu Action
Raj N. Sippy,Dharmendra,Shatrughan Sinha,Karan Kapoor,Action Drama Thriller,loha,"Dharmendra Shatrughan Sinha Karan Kapoor Raj N. Sippy Action, Drama, Thriller"
Kanti Shah,Dharmendra,Mithun Chakraborty,Govinda,Action,loha,Dharmendra Mithun Chakraborty Govinda Kanti Shah Action
Lal Vijay Shahdeo,Vijay Raaz,Sanjay Mishra,Akhilendra Mishra,Drama,lohardaga,Vijay Raaz Sanjay Mishra Akhilendra Mishra Lal Vijay Shahdeo Drama
Manish Acharya,Shabana Azmi,Ajay Naidu,Ayesha Dharker,Comedy Music,loins of punjab presents,"Shabana Azmi Ajay Naidu Ayesha Dharker Manish Acharya Comedy, Music"
Rama Rao Tatineni,Agha,Aparna,Vijaya Bhanu,Action Comedy Drama,lok parlok,"Agha Aparna Vijaya Bhanu Rama Rao Tatineni Action, Comedy, Drama"
Sundar C.,Prashanth,Ankita,Mumtaz,Action Comedy Drama,london,"Prashanth Ankita Mumtaz Sundar C. Action, Comedy, Drama"
Babbar Subhash,Bobby Khan,Milind Gunaji,Nawab Shah,Action Drama Fantasy,london calling,"Bobby Khan Milind Gunaji Nawab Shah Babbar Subhash Action, Drama, Fantasy"
Kanwal Sethi,Mouni Roy,Purab Kohli,Kiren Jogi,Crime Drama Thriller,london confidental,"Mouni Roy Purab Kohli Kiren Jogi Kanwal Sethi Crime, Drama, Thriller"
Vipul Amrutlal Shah,Salman Khan,Ajay Devgn,Om Puri,Drama Music,london dreams,"Salman Khan Ajay Devgn Om Puri Vipul Amrutlal Shah Drama, Music"
Anu Menon,Ali Zafar,Aditi Rao Hydari,Candice Pereira,Romance,london paris new york,Ali Zafar Aditi Rao Hydari Candice Pereira Anu Menon Romance
Moosa Saleem,Atif Rashid,Saurabh Kumar,Anamika Raj,Crime Drama Thriller,long dark road,"Atif Rashid Saurabh Kumar Anamika Raj Moosa Saleem Crime, Drama, Thriller"
Nikhil Bhat,Arjun Mathur,Nidhi Singh,Sheetal Thakur,Comedy Crime Drama,long live brij mohan,"Arjun Mathur Nidhi Singh Sheetal Thakur Nikhil Bhat Comedy, Crime, Drama"
Rajnish Thakur,Shweta Bhardwaj,Mimoh Chakraborty,Prem Chopra,Action Comedy Crime,loot,"Shweta Bhardwaj Mimoh Chakraborty Prem Chopra Rajnish Thakur Action, Comedy, Crime"
Rajesh Krishnan,Kunal Khemu,Rasika Dugal,Vijay Raaz,Comedy Crime,lootcase,"Kunal Khemu Rasika Dugal Vijay Raaz Rajesh Krishnan Comedy, Crime"
Vikramaditya Motwane,Ranveer Singh,Sonakshi Sinha,Barun Chanda,Drama Romance,lootera,"Ranveer Singh Sonakshi Sinha Barun Chanda Vikramaditya Motwane Drama, Romance"
Harbans,Dara Singh,Nishi,Prithviraj Kapoor,Action Drama Musical,lootera,"Dara Singh Nishi Prithviraj Kapoor Harbans Action, Drama, Musical"
Dharmesh Darshan,Sunny Deol,Juhi Chawla,Dinesh Anand,Action Romance Thriller,lootere,"Sunny Deol Juhi Chawla Dinesh Anand Dharmesh Darshan Action, Romance, Thriller"
Dev Anand,Dev Anand,Tina Ambani,Mehmood,Action Thriller,lootmaar,"Dev Anand Tina Ambani Mehmood Dev Anand Action, Thriller"
Vijay Talwar,Shabana Azmi,Farooq Shaikh,Swaroop Sampat,Drama,lorie,Shabana Azmi Farooq Shaikh Swaroop Sampat Vijay Talwar Drama
Wanphrang Diengdoh,Poonam Agarwal,Elizer Bareh,Deihokhlang Basaiawmoit,Crime Mystery,lorni - the flaneur,"Poonam Agarwal Elizer Bareh Deihokhlang Basaiawmoit Wanphrang Diengdoh Crime, Mystery"
Hemant Prabhu,Abhijeet,Abhijeet Sawant,Rucha Gujrati,Crime Drama Mystery,lottery,"Abhijeet Abhijeet Sawant Rucha Gujrati Hemant Prabhu Crime, Drama, Mystery"
Suresh Krishna,Salman Khan,Arun Bakshi,Rita Bhaduri,Drama Musical Romance,love,"Salman Khan Arun Bakshi Rita Bhaduri Suresh Krishna Drama, Musical, Romance"
Esmayeel Shroff,Tanuja,Rohan Kapoor,Neelam Kothari,Drama Romance,love 86,"Tanuja Rohan Kapoor Neelam Kothari Esmayeel Shroff Drama, Romance"
Imtiaz Ali,Kartik Aaryan,Sara Ali Khan,Randeep Hooda,Drama Romance,love aaj kal,"Kartik Aaryan Sara Ali Khan Randeep Hooda Imtiaz Ali Drama, Romance"
Imtiaz Ali,Saif Ali Khan,Deepika Padukone,Rishi Kapoor,Comedy Drama Romance,love aaj kal,"Saif Ali Khan Deepika Padukone Rishi Kapoor Imtiaz Ali Comedy, Drama, Romance"
Aditya Warang,Raushan Jha,Kajal Solanki,Qasim Khan,Thriller,love alive,Raushan Jha Kajal Solanki Qasim Khan Aditya Warang Thriller
Jatla Siddartha,Saharsh Kumar Shukla,Taneea Rajawat,Hima Singh,Comedy Drama Romance,love and shukla,"Saharsh Kumar Shukla Taneea Rajawat Hima Singh Jatla Siddartha Comedy, Drama, Romance"
Dev Anand,Dev Anand,Heenee Kaushik,Shoib Khan,Drama Romance,love at times square,"Dev Anand Heenee Kaushik Shoib Khan Dev Anand Drama, Romance"
P. Vasu,Apache Indian,Prabhu Deva,Aachi Manorama,Romance,love birds,Apache Indian Prabhu Deva Aachi Manorama P. Vasu Romance
Sahil Sangha,Zayed Khan,Dia Mirza,Cyrus Sahukar,Comedy Drama Romance,love breakups zindagi,"Zayed Khan Dia Mirza Cyrus Sahukar Sahil Sangha Comedy, Drama, Romance"
Raj Shetty,Mohit Madaan,Jyoti Sharma,Manoj Pahwa,Romance,love exchange,Mohit Madaan Jyoti Sharma Manoj Pahwa Raj Shetty Romance
Sunny Bhambhani,Sahil Mehta,Mannat Ravi,Vikas Katyal,Comedy Drama,love express,"Sahil Mehta Mannat Ravi Vikas Katyal Sunny Bhambhani Comedy, Drama"
Abhinay Deo,Divya Dutta,Kalpana Pandit,Jesse Randhawa,Romance,love game,Divya Dutta Kalpana Pandit Jesse Randhawa Abhinay Deo Romance
Vikram Bhatt,Patralekhaa Paul,Tara-Alisha Berry,Gaurav Arora,Crime Thriller,love games,"Patralekhaa Paul Tara-Alisha Berry Gaurav Arora Vikram Bhatt Crime, Thriller"
Ken Khan,Rati Agnihotri,Yazmeen Baker,James Gray,Romance,love has no language,Rati Agnihotri Yazmeen Baker James Gray Ken Khan Romance
Harsh Kohli,Ashok Kumar,Om Prakash,Mayur Verma,Romance,love in goa,Ashok Kumar Om Prakash Mayur Verma Harsh Kohli Romance
Qaushiq Mukherjee,Diveyaa Dwivedi,Divyaa Dwivedi,Ranajit Mohanty,Documentary Drama,love in india,"Diveyaa Dwivedi Divyaa Dwivedi Ranajit Mohanty Qaushiq Mukherjee Documentary, Drama"
Akram Shaikh,Ketki Dave,Shakti Kapoor,Bobby Khan,Action Comedy Crime,love in japan,"Ketki Dave Shakti Kapoor Bobby Khan Akram Shaikh Action, Comedy, Crime"
Rajat Mukherjee,Sonu Nigam,Flora Saini,Jharana Bajracharya,Drama Mystery Romance,love in nepal,"Sonu Nigam Flora Saini Jharana Bajracharya Rajat Mukherjee Drama, Mystery, Romance"
R.K. Nayyar,Joy Mukherjee,Sadhana,Azra,Comedy Drama Family,love in simla,"Joy Mukherjee Sadhana Azra R.K. Nayyar Comedy, Drama, Family"
S.P. Muthuraman,Ambarish,Rajinikanth,Sridevi,Romance,love in singapore,Ambarish Rajinikanth Sridevi S.P. Muthuraman Romance
Pramod Chakravorty,Joy Mukherjee,Asha Parekh,Mehmood,Romance Comedy Drama,love in tokyo,"Joy Mukherjee Asha Parekh Mehmood Pramod Chakravorty Romance, Comedy, Drama"
Rajan Waghdhare,Ahmed Faisal Inam,Sammir Dattani,Nauheed Cyrusi,Comedy Drama,love kaa taddka,"Ahmed Faisal Inam Sammir Dattani Nauheed Cyrusi Rajan Waghdhare Comedy, Drama"
B.H. Tharun Kumar,Rishi Kapoor,Akshat Bhatia,Namitha,Comedy,love ke chakkar mein,Rishi Kapoor Akshat Bhatia Namitha B.H. Tharun Kumar Comedy
Indervesh Yogee,Nivedita Chandel,Pooja Banerjee,Shaleen Bhanot,Comedy,love ke funday,Nivedita Chandel Pooja Banerjee Shaleen Bhanot Indervesh Yogee Comedy
Eeshwar Nivas,Saif Ali Khan,Fardeen Khan,Aftab Shivdasani,Comedy Crime Romance,love ke liye kuch bhi karega,"Saif Ali Khan Fardeen Khan Aftab Shivdasani Eeshwar Nivas Comedy, Crime, Romance"
Srinivas Bhashyam,Randeep Hooda,Rituparna Sengupta,Sada,Comedy Drama Romance,love khichdi,"Randeep Hooda Rituparna Sengupta Sada Srinivas Bhashyam Comedy, Drama, Romance"
Babbar Subhash,Aamir Khan,Juhi Chawla,Gulshan Grover,Drama Romance,love love love,"Aamir Khan Juhi Chawla Gulshan Grover Babbar Subhash Drama, Romance"
Mehul Kumar,Asrani,Master Bhagwan,C.S. Dubey,Drama Romance,love marriage,"Asrani Master Bhagwan C.S. Dubey Mehul Kumar Drama, Romance"
Subodh Mukherji,Dev Anand,Mala Sinha,Abhi Bhattacharya,Romance,love marriage,Dev Anand Mala Sinha Abhi Bhattacharya Subodh Mukherji Romance
Anand Tiwari,Vicky Kaushal,Angira Dhar,Alankrita Sahai,Comedy Romance,love per square foot,"Vicky Kaushal Angira Dhar Alankrita Sahai Anand Tiwari Comedy, Romance"
Saif Ali Sayeed,Ahaan Jha,Mahesh Narayan,Rajasree Rajakumari,Drama Romance,love qubool hai,"Ahaan Jha Mahesh Narayan Rajasree Rajakumari Saif Ali Sayeed Drama, Romance"
Amol Shetge,Rani Agarwal,Frank M. Ahearn,Suzanne Bernert,Comedy,love recipe,Rani Agarwal Frank M. Ahearn Suzanne Bernert Amol Shetge Comedy
Saandesh Nayak,Anuj Sachdeva,Nidhi Subbaiah,Manit Joura,Comedy Romance,love shagun,"Anuj Sachdeva Nidhi Subbaiah Manit Joura Saandesh Nayak Comedy, Romance"
Tabrez Noorani,Abhishek Bharate,Riya Sisodiya,Mrunal Thakur,Drama,love sonia,Abhishek Bharate Riya Sisodiya Mrunal Thakur Tabrez Noorani Drama
Gautam Joshi,Prashant Chaubey,Puneet Chouksey,Amitabh Gupta,Comedy Drama Romance,love sorries,"Prashant Chaubey Puneet Chouksey Amitabh Gupta Gautam Joshi Comedy, Drama, Romance"
Rajendra Kumar,Rahul Rawail,Kumar Gaurav,Vijayata Pandit,Drama Musical Romance,love story,"Rahul Rawail Kumar Gaurav Vijayata Pandit Rajendra Kumar Drama, Musical, Romance"
Harry Baweja,Harman Baweja,Priyanka Chopra Jonas,Boman Irani,Action Adventure Drama,love story 2050,"Harman Baweja Priyanka Chopra Jonas Boman Irani Harry Baweja Action, Adventure, Drama"
Hemanth Kumar,Shakti Kapoor,Akhilendra Mishra,Usha Nadkarni,Comedy,love trainning,Shakti Kapoor Akhilendra Mishra Usha Nadkarni Hemanth Kumar Comedy
Bhabhani Prasad,Nitika Sharma,Aamir,Sachin,Mystery,love u crazy girl,Nitika Sharma Aamir Sachin Bhabhani Prasad Mystery
S. Manasvi,Tusshar Kapoor,Amrita Rao,Ram Kapoor,Drama Romance,love u... mr. kalakaar!,"Tusshar Kapoor Amrita Rao Ram Kapoor S. Manasvi Drama, Romance"
Abhiraj Minawala,Sammy Jonas Heaney,Aayush Sharma,Warina Hussain,Comedy Drama Music,love will take over,"Sammy Jonas Heaney Aayush Sharma Warina Hussain Abhiraj Minawala Comedy, Drama, Music"
Sachindra Sharma,Kashyap Barbhaya,Ashish Gokhale,Salman Yusuff Khan,Drama,love you family,Kashyap Barbhaya Ashish Gokhale Salman Yusuff Khan Sachindra Sharma Drama
Kailash Surendranath,Rishma Malik,Rohit Bal,Sonali Bendre,Romance,love you hamesha,Rishma Malik Rohit Bal Sonali Bendre Kailash Surendranath Romance
Stanley Joseph,Zenia Starr,Miranda O'Hare,Kamantha Naidoo,Comedy Drama Romance,love you krishna,"Zenia Starr Miranda O'Hare Kamantha Naidoo Stanley Joseph Comedy, Drama, Romance"
Rafeeq Ellias,Sohrab Ardeshir,Abhro Banerjee,Kallol Banerjee,Comedy Thriller,love you to death,"Sohrab Ardeshir Abhro Banerjee Kallol Banerjee Rafeeq Ellias Comedy, Thriller"
Aadish Keluskar,Himanshu Kohli,Rohit Kokate,Khushboo Upadhyay,Drama Romance,lovefucked,"Himanshu Kohli Rohit Kokate Khushboo Upadhyay Aadish Keluskar Drama, Romance"
Shomu Mukherjee,Rajiv Kapoor,Meenakshi Sheshadri,Anita Raj,Drama Romance,lover boy,"Rajiv Kapoor Meenakshi Sheshadri Anita Raj Shomu Mukherjee Drama, Romance"
Bharathiraja,Kumar Gaurav,Padmini Kolhapure,Rakesh Bedi,Comedy Drama Romance,lovers,"Kumar Gaurav Padmini Kolhapure Rakesh Bedi Bharathiraja Comedy, Drama, Romance"
Vaibhav Misra,Girish Taurani,Navneet Kaur Dhillon,Tisca Chopra,Comedy Romance,loveshhuda,"Girish Taurani Navneet Kaur Dhillon Tisca Chopra Vaibhav Misra Comedy, Romance"
Jayabrato Chatterjee,Jaya Bachchan,Om Puri,Mallika Sarabhai,Drama,"lovesongs: yesterday, today & tomorrow",Jaya Bachchan Om Puri Mallika Sarabhai Jayabrato Chatterjee Drama
Dibakar Banerjee,Nushrat Bharucha,Anshuman Jha,Neha Chauhan,Comedy Crime Drama,"lsd: love, sex aur dhokha","Nushrat Bharucha Anshuman Jha Neha Chauhan Dibakar Banerjee Comedy, Crime, Drama"
Prithviraj Sukumaran,Mohanlal,Vivek Oberoi,Manju Warrier,Action Crime Drama,lucifer,"Mohanlal Vivek Oberoi Manju Warrier Prithviraj Sukumaran Action, Crime, Drama"
Soham Shah,Mithun Chakraborty,Sanjay Dutt,Imran Khan,Action Adventure Drama,luck,"Mithun Chakraborty Sanjay Dutt Imran Khan Soham Shah Action, Adventure, Drama"
Zoya Akhtar,Farhan Akhtar,Konkona Sen Sharma,Rishi Kapoor,Drama,luck by chance,Farhan Akhtar Konkona Sen Sharma Rishi Kapoor Zoya Akhtar Drama
Aanand Raut,Adhyayan Suman,Karishma Kotak,Mukesh Khanna,Drama,luckhnowi ishq,Adhyayan Suman Karishma Kotak Mukesh Khanna Aanand Raut Drama
Ranjit Tewari,Farhan Akhtar,Diana Penty,Inaamulhaq,Action Crime Drama,lucknow central,"Farhan Akhtar Diana Penty Inaamulhaq Ranjit Tewari Action, Crime, Drama"
Shammi Chhabra,Arvinder Bhatti,Shraddha Das,Rimple Dhindsa,Comedy,lucky kabootar,Arvinder Bhatti Shraddha Das Rimple Dhindsa Shammi Chhabra Comedy
Radhika Rao,Vinay Sapru,Salman Khan,Sneha Ullal,Musical Drama Romance,lucky: no time for love,"Vinay Sapru Salman Khan Sneha Ullal Radhika Rao Musical, Drama, Romance"
Anurag Basu,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao,Action Comedy Crime,ludo,"Pankaj Tripathi Abhishek Bachchan Rajkummar Rao Anurag Basu Action, Comedy, Crime"
Laxman Utekar,Kartik Aaryan,Kriti Sanon,Aparshakti Khurana,Comedy Romance,luka chuppi,"Kartik Aaryan Kriti Sanon Aparshakti Khurana Laxman Utekar Comedy, Romance"
Prabhuraj,Javed Jaffrey,Niki Walia,Vijay Raaz,Horror Thriller,lupt,"Javed Jaffrey Niki Walia Vijay Raaz Prabhuraj Horror, Thriller"
Zoya Akhtar,Dibakar Banerjee,Karan Johar,Anurag Kashyap,Drama Romance,lust stories,"Dibakar Banerjee Karan Johar Anurag Kashyap Zoya Akhtar Drama, Romance"
Bumpy,Shraddha Kapoor,Taha Shah Badussha,Errol Peter Marks,Comedy Drama,luv ka the end,"Shraddha Kapoor Taha Shah Badussha Errol Peter Marks Bumpy Comedy, Drama"
Pardeep Raja,Gaurav Ajay Kaura,Dolly Chawla,Kunal Sharma,Romance,luv shuv pyar vyar,Gaurav Ajay Kaura Dolly Chawla Kunal Sharma Pardeep Raja Romance
Sameer Sharma,Kunal Kapoor,Huma Qureshi,Vinod Nagpal,Comedy,luv shuv tey chicken khurana,Kunal Kapoor Huma Qureshi Vinod Nagpal Sameer Sharma Comedy
Indrajit Lankesh,V. Ravichandran,Chandan Kumar,Sudeep,Family Romance,luv u alia,"V. Ravichandran Chandan Kumar Sudeep Indrajit Lankesh Family, Romance"
Joe Rajan,Tanuj Virwani,Neha Hinge,Bunty Grewal,Comedy Romance,luv u soniyo,"Tanuj Virwani Neha Hinge Bunty Grewal Joe Rajan Comedy, Romance"
Harish Raut,Ruslaan Mumtaz,Adhvik Mahajan,Purva Rana,Romance,luvuturn,Ruslaan Mumtaz Adhvik Mahajan Purva Rana Harish Raut Romance
Agneya Singh,Aban Raza,Tom Alter,Raaghavv Chanana,Adventure Comedy Drama,m cream,"Aban Raza Tom Alter Raaghavv Chanana Agneya Singh Adventure, Comedy, Drama"
Suresh Jain,Seema Dogra,Paras Sharma,Sushma Sharma,Drama Romance,m.... matric pass,"Seema Dogra Paras Sharma Sushma Sharma Suresh Jain Drama, Romance"
Saahil Prem,Saahil Prem,Amy Maghera,Salah Benlemqawanssa,Drama Musical,m.a.d: mad about dance,"Saahil Prem Amy Maghera Salah Benlemqawanssa Saahil Prem Drama, Musical"
Neeraj Pandey,Sushant Singh Rajput,Kiara Advani,Anupam Kher,Biography Drama Sport,m.s. dhoni: the untold story,"Sushant Singh Rajput Kiara Advani Anupam Kher Neeraj Pandey Biography, Drama, Sport"
Lekhraj Bhakri,Manoj Kumar,Ameeta,Vijay Dutt,Comedy Crime Drama,ma beta,"Manoj Kumar Ameeta Vijay Dutt Lekhraj Bhakri Comedy, Crime, Drama"
Ajay Kashyap,Jeetendra,Jaya Prada,Aruna Irani,Drama Fantasy,maa,"Jeetendra Jaya Prada Aruna Irani Ajay Kashyap Drama, Fantasy"
